League,match_id,phase,map_name,team1_name,team1_score,team2_name,team2_score,player_team,player_name,agents,role,kills,deaths,assists,acs,adr,rating,kast,first_kills,first_deaths,fk_diff,RIV,hs_pct,k2,k3,k4,k5,clutch_1v1,clutch_1v2,clutch_1v3,clutch_1v4,clutch_1v5,econ,plants,defuses,game_id,Year
VJC Split 1,648110,Phase 2: Lower Final,Bind,REJECT,10,Insomnia,13,Insomnia,Karaage,Viper,Controller,19,17,1,215,136,1.11,70,1,1,0,0.24,40,5,1,0,0,0,0,0,0,0,52,0,0,260541,2026
VJC Split 1,653831,Playoffs: Semifinals,Breeze,CREST GAMING Zst,13,Insomnia,11,Insomnia,Karaage,Viper,Controller,13,16,3,143,104,0.83,58,1,2,-1,0.26,43,2,1,0,0,0,0,0,0,0,47,0,1,262744,2026
VJC Split 1,653831,Playoffs: Semifinals,Bind,CREST GAMING Zst,13,Insomnia,10,Insomnia,Karaage,Viper,Controller,10,16,2,121,87,0.63,52,0,3,-3,0.09,32,1,0,0,0,0,0,0,0,0,36,0,0,262745,2026
VJC Split 1,614909,Advance Stage (C): Day 1,Split,BLUE BEES.ESP,12,Insomnia,14,Insomnia,Ady,Omen,Controller,22,20,8,239,152,1.21,81,3,1,2,0.40,19,3,1,1,0,0,1,0,0,0,48,1,0,252132,2026
VJC Split 1,614912,Advance Stage (C): Day 2,Corrode,Insomnia,13,DFM Academy,8,Insomnia,Ady,Omen,Controller,19,12,13,264,165,1.48,86,1,1,0,0.87,35,4,1,0,0,1,0,0,0,0,65,1,1,252142,2026
VJC Split 1,614914,Advance Stage (C): Day 2,Corrode,SCARZ,8,Insomnia,13,Insomnia,Ady,Omen,Controller,16,13,9,209,136,1.28,81,2,0,2,0.70,26,4,0,0,0,0,0,0,0,0,57,1,0,252147,2026
VJC Split 1,614916,Advance Stage (C): Day 3,Corrode,Murash Gaming,13,Insomnia,9,Insomnia,Ady,Omen,Controller,19,15,6,221,143,1.21,77,1,2,-1,0.60,28,5,1,0,0,2,0,0,0,0,60,3,1,252153,2026
VJC Split 1,614916,Advance Stage (C): Day 3,Split,Murash Gaming,13,Insomnia,9,Insomnia,Ady,Omen,Controller,16,16,4,206,122,0.95,68,1,0,1,0.25,30,5,1,0,0,0,0,0,0,0,50,1,0,252154,2026
VJC Split 1,628544,Phase 1: Upper Round 1,Breeze,AGELITE,8,Insomnia,13,Insomnia,Karaage,Omen,Controller,15,13,3,186,137,1.05,67,0,0,0,0.50,42,3,1,0,0,0,0,0,0,0,59,0,0,255099,2026
VJC Split 1,628544,Phase 1: Upper Round 1,Corrode,AGELITE,11,Insomnia,13,Insomnia,flora,Omen,Controller,17,14,15,211,133,1.13,88,2,1,1,0.98,30,4,1,0,0,0,0,0,0,0,49,0,1,255100,2026
VJC Split 1,628548,Phase 1: Upper Quarterfinals,Split,RIDDLE ORDER,6,Insomnia,13,Insomnia,Ady,Omen,Controller,12,8,7,163,104,1.19,79,1,2,-1,1.00,20,1,0,0,0,2,0,0,0,0,53,3,0,255111,2026
VJC Split 1,628548,Phase 1: Upper Quarterfinals,Breeze,RIDDLE ORDER,8,Insomnia,13,Insomnia,Karaage,Omen,Controller,17,15,5,203,127,1.03,76,3,2,1,0.62,38,2,1,0,0,1,1,0,0,0,52,1,1,255113,2026
VJC Split 1,628554,Phase 1: Upper Semifinals,Split,Insomnia,8,QT DIG∞,13,Insomnia,Ady,Omen,Controller,16,15,2,226,153,1.07,76,1,1,0,0.32,25,4,0,0,0,1,0,0,0,0,64,4,0,255129,2026
VJC Split 1,628557,Phase 1: Lower Round 3,Split,Insomnia,7,REIGNITE FOXX,13,Insomnia,Ady,Omen,Controller,12,13,7,164,109,0.86,65,0,1,-1,0.50,35,4,0,0,0,0,0,0,0,0,49,1,0,255135,2026
VJC Split 1,648105,Phase 2: Lower Round 1,Lotus,REIGNITE FOXX,4,Insomnia,13,Insomnia,Ady,Omen,Controller,18,10,8,300,185,1.65,88,1,0,1,0.66,29,2,1,1,0,0,0,0,0,0,74,1,0,260524,2026
VJC Split 1,648105,Phase 2: Lower Round 1,Breeze,REIGNITE FOXX,13,Insomnia,15,Insomnia,Karaage,Omen,Controller,15,19,5,134,92,0.8,79,0,1,-1,0.32,45,1,1,0,0,0,0,0,0,0,31,0,0,260526,2026
VJC Split 1,648107,Phase 2: Lower Round 2,Breeze,Murash Gaming,13,Insomnia,5,Insomnia,Karaage,Omen,Controller,2,15,8,40,22,0.35,44,0,1,-1,0.00,33,0,0,0,0,1,0,0,0,0,9,0,0,260530,2026
VJC Split 1,648107,Phase 2: Lower Round 2,Lotus,Murash Gaming,7,Insomnia,13,Insomnia,Ady,Omen,Controller,15,12,12,214,142,1.24,95,3,0,3,1.00,19,3,0,0,0,0,0,0,0,0,58,3,1,260531,2026
VJC Split 1,653831,Playoffs: Semifinals,Breeze,CREST GAMING Zst,13,Insomnia,11,Insomnia,Ady,Harbor,Controller,19,17,9,216,151,1.2,75,1,1,0,0.50,19,1,3,0,0,0,0,0,0,0,62,0,0,262744,2026
VJC Split 1,628548,Phase 1: Upper Quarterfinals,Bind,RIDDLE ORDER,13,Insomnia,6,Insomnia,Ady,Brimstone,Controller,13,15,5,193,129,0.91,68,1,2,-1,0.30,26,2,1,0,0,0,0,0,0,0,55,2,1,255112,2026
VJC Split 1,614909,Advance Stage (C): Day 1,Abyss,BLUE BEES.ESP,13,Insomnia,10,Insomnia,Ady,Astra,Controller,16,14,9,215,139,1.21,70,1,0,1,0.48,32,2,0,1,1,0,0,0,2,0,60,1,2,252133,2026
VJC Split 1,614909,Advance Stage (C): Day 1,Bind,BLUE BEES.ESP,7,Insomnia,13,Insomnia,Ady,Astra,Controller,16,10,9,215,129,1.29,85,1,0,1,0.94,18,3,1,0,0,0,1,0,0,0,53,3,0,252134,2026
VJC Split 1,614912,Advance Stage (C): Day 2,Bind,Insomnia,13,DFM Academy,4,Insomnia,Ady,Astra,Controller,12,4,11,165,104,1.49,88,0,0,0,1.36,15,1,0,0,0,0,1,0,0,0,68,2,2,252141,2026
VJC Split 1,614914,Advance Stage (C): Day 2,Pearl,SCARZ,2,Insomnia,13,Insomnia,Kaily,Astra,Controller,7,6,4,128,81,1.12,73,3,1,2,0.90,21,2,0,0,0,1,0,0,0,0,35,0,1,252148,2026
VJC Split 1,628554,Phase 1: Upper Semifinals,Pearl,Insomnia,11,QT DIG∞,13,Insomnia,Ady,Astra,Controller,15,13,17,198,121,1.31,83,1,0,1,0.81,19,3,1,0,0,1,0,0,0,0,50,2,0,255130,2026
VJC Split 1,628557,Phase 1: Lower Round 3,Abyss,Insomnia,9,REIGNITE FOXX,13,Insomnia,Karaage,Astra,Controller,20,17,5,250,153,1.16,82,1,0,1,0.37,58,5,0,1,0,0,0,0,0,0,53,0,0,255136,2026
VJC Split 1,648099,Phase 2: Upper Quarterfinals,Pearl,Insomnia,13,REJECT,10,Insomnia,Ady,Astra,Controller,14,13,10,169,112,1.08,83,0,1,-1,0.77,26,4,0,0,0,1,0,0,0,0,50,2,4,260506,2026
VJC Split 1,648105,Phase 2: Lower Round 1,Pearl,REIGNITE FOXX,13,Insomnia,9,Insomnia,Ady,Astra,Controller,24,16,10,311,216,1.56,82,2,2,0,0.66,32,2,2,1,0,0,0,0,0,0,82,2,0,260525,2026
VJC Split 1,648107,Phase 2: Lower Round 2,Split,Murash Gaming,3,Insomnia,13,Insomnia,Ady,Astra,Controller,15,7,7,280,176,1.59,81,2,1,1,0.80,23,3,0,1,0,1,1,0,0,0,72,0,1,260532,2026
VJC Split 1,648109,Phase 2: Lower Round 3,Bind,Insomnia,13,RIDDLE ORDER,7,Insomnia,Ady,Astra,Controller,20,13,8,278,190,1.42,85,2,0,2,0.77,21,5,0,0,0,1,0,0,0,0,68,2,0,260536,2026
VJC Split 1,648109,Phase 2: Lower Round 3,Pearl,Insomnia,13,RIDDLE ORDER,5,Insomnia,Ady,Astra,Controller,14,2,8,189,119,1.82,94,0,0,0,1.44,30,2,1,0,0,1,0,0,0,0,101,3,0,260537,2026
VJC Split 1,648110,Phase 2: Lower Final,Split,REJECT,13,Insomnia,8,Insomnia,Ady,Astra,Controller,13,15,11,201,124,0.9,81,2,0,2,0.53,17,1,1,0,0,0,0,0,0,0,51,2,0,260539,2026
VJC Split 1,648110,Phase 2: Lower Final,Pearl,REJECT,7,Insomnia,13,Insomnia,Ady,Astra,Controller,20,10,12,275,171,1.55,85,4,2,2,1.16,22,4,2,0,0,0,0,0,0,0,75,1,1,260540,2026
VJC Split 1,648110,Phase 2: Lower Final,Bind,REJECT,10,Insomnia,13,Insomnia,Ady,Astra,Controller,23,13,7,282,176,1.52,70,0,0,0,0.62,26,4,4,0,0,0,0,0,0,0,72,1,0,260541,2026
VJC Split 1,653831,Playoffs: Semifinals,Bind,CREST GAMING Zst,13,Insomnia,10,Insomnia,Ady,Astra,Controller,17,17,4,203,117,1.02,65,1,1,0,0.17,12,5,0,0,0,0,0,0,0,0,43,1,1,262745,2026
VJC Split 1,614898,Advance Stage (B): Day 1,Haven,IGZIST,13,Team SEIBI,1,IGZIST,oitaN,Cypher,Sentinel,10,5,4,195,134,1.35,93,0,1,-1,1.01,26,2,0,1,0,0,0,0,0,0,67,2,0,252103,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Haven,Delight,16,IGZIST,14,IGZIST,oitaN,Cypher,Sentinel,16,21,1,132,79,0.71,57,1,3,-2,-0.02,21,3,0,0,0,0,0,0,0,0,27,0,1,252114,2026
VJC Split 1,614906,Advance Stage (B): Day 3,Haven,IGZIST,5,AGELITE,13,IGZIST,oitaN,Cypher,Sentinel,8,14,7,129,81,0.56,67,0,2,-2,0.40,9,2,1,0,0,0,0,0,0,0,34,0,1,252126,2026
VJC Split 1,614898,Advance Stage (B): Day 1,Haven,IGZIST,13,Team SEIBI,1,IGZIST,popogachi,Sova,Initiator,11,9,7,258,162,1.15,93,3,0,3,0.75,29,4,0,0,0,0,0,0,0,0,61,3,0,252103,2026
VJC Split 1,614900,Advance Stage (B): Day 1,Corrode,CREST GAMING Zst,13,IGZIST,4,IGZIST,popogachi,Sova,Initiator,12,16,3,214,143,0.67,53,0,2,-2,-0.03,34,1,2,0,0,0,0,0,0,0,55,1,0,252109,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Haven,Delight,16,IGZIST,14,IGZIST,popogachi,Sova,Initiator,20,17,10,218,156,1.12,73,5,2,3,0.82,21,2,2,0,0,0,0,0,0,0,56,3,2,252114,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Corrode,Delight,12,IGZIST,14,IGZIST,popogachi,Sova,Initiator,18,19,7,190,129,0.9,77,1,1,0,0.42,27,2,1,0,0,0,0,0,0,0,53,2,0,252116,2026
VJC Split 1,614906,Advance Stage (B): Day 3,Haven,IGZIST,5,AGELITE,13,IGZIST,popogachi,Sova,Initiator,12,14,5,188,121,0.85,61,2,1,1,0.33,31,2,1,0,0,0,0,0,0,0,48,2,0,252126,2026
VJC Split 1,614906,Advance Stage (B): Day 3,Abyss,IGZIST,7,AGELITE,13,IGZIST,popogachi,Sova,Initiator,15,15,9,245,160,1.08,80,3,0,3,0.48,24,1,2,0,0,0,0,0,0,0,62,2,1,252127,2026
VJC Split 1,614900,Advance Stage (B): Day 1,Corrode,CREST GAMING Zst,13,IGZIST,4,IGZIST,kAyle,KAY/O,Initiator,10,13,3,169,108,0.86,59,0,2,-2,0.18,33,3,1,0,0,0,0,1,0,0,43,1,1,252109,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Corrode,Delight,12,IGZIST,14,IGZIST,kAyle,KAY/O,Initiator,15,17,17,169,107,0.98,73,1,5,-4,0.67,33,4,1,0,0,0,0,1,0,0,40,6,0,252116,2026
VJC Split 1,614906,Advance Stage (B): Day 3,Abyss,IGZIST,7,AGELITE,13,IGZIST,kAyle,KAY/O,Initiator,18,15,10,245,150,1.3,85,3,0,3,0.62,22,4,1,0,0,0,0,0,0,0,61,6,0,252127,2026
VJC Split 1,614898,Advance Stage (B): Day 1,Bind,IGZIST,13,Team SEIBI,5,IGZIST,popogachi,Fade,Initiator,18,10,3,260,161,1.31,72,1,3,-2,0.72,34,5,1,0,0,1,0,0,0,0,60,3,0,252102,2026
VJC Split 1,614900,Advance Stage (B): Day 1,Bind,CREST GAMING Zst,13,IGZIST,9,IGZIST,popogachi,Fade,Initiator,8,16,4,101,70,0.58,55,1,0,1,0.11,12,1,0,0,0,0,0,0,0,0,29,5,0,252108,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Split,Delight,9,IGZIST,13,IGZIST,popogachi,Fade,Initiator,19,15,11,248,162,1.17,77,2,2,0,0.73,20,4,1,0,0,0,0,0,0,0,61,2,1,252115,2026
VJC Split 1,614898,Advance Stage (B): Day 1,Bind,IGZIST,13,Team SEIBI,5,IGZIST,Frxeez,Yoru,Duelist,8,8,1,95,63,0.79,78,1,1,0,0.96,36,2,0,0,0,0,0,0,0,0,24,1,0,252102,2026
VJC Split 1,614898,Advance Stage (B): Day 1,Haven,IGZIST,13,Team SEIBI,1,IGZIST,Frxeez,Yoru,Duelist,18,4,1,287,178,1.95,100,3,0,3,1.12,25,2,1,1,0,1,1,0,0,0,62,2,0,252103,2026
VJC Split 1,614900,Advance Stage (B): Day 1,Bind,CREST GAMING Zst,13,IGZIST,9,IGZIST,Frxeez,Yoru,Duelist,13,16,1,166,109,0.88,64,2,2,0,0.20,24,2,0,0,0,0,0,0,0,0,46,0,1,252108,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Haven,Delight,16,IGZIST,14,IGZIST,Frxeez,Yoru,Duelist,29,20,4,245,158,1.22,73,4,3,1,0.81,26,4,3,0,0,0,0,0,0,0,57,1,0,252114,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Split,Delight,9,IGZIST,13,IGZIST,Frxeez,Yoru,Duelist,12,17,6,151,91,0.7,82,4,1,3,0.48,29,2,0,0,0,0,1,0,0,0,30,1,1,252115,2026
VJC Split 1,614906,Advance Stage (B): Day 3,Haven,IGZIST,5,AGELITE,13,IGZIST,Frxeez,Yoru,Duelist,16,13,3,239,146,1.25,83,3,1,2,0.51,45,3,1,0,0,1,0,0,0,0,54,0,2,252126,2026
VJC Split 1,614898,Advance Stage (B): Day 1,Haven,IGZIST,13,Team SEIBI,1,IGZIST,SID,Waylay,Duelist,16,7,3,326,194,1.54,79,2,1,1,0.60,26,3,1,1,0,0,0,0,0,0,77,2,0,252103,2026
VJC Split 1,614900,Advance Stage (B): Day 1,Corrode,CREST GAMING Zst,13,IGZIST,4,IGZIST,SID,Waylay,Duelist,8,15,3,166,118,0.67,47,2,5,-3,0.04,26,3,0,0,0,0,0,0,0,0,48,0,0,252109,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Haven,Delight,16,IGZIST,14,IGZIST,SID,Waylay,Duelist,25,20,11,241,142,1.23,83,6,4,2,0.83,21,6,1,0,0,0,0,0,0,0,47,1,3,252114,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Corrode,Delight,12,IGZIST,14,IGZIST,SID,Waylay,Duelist,24,18,5,268,163,1.26,69,3,4,-1,0.49,29,3,2,1,0,1,0,0,0,0,53,0,0,252116,2026
VJC Split 1,614906,Advance Stage (B): Day 3,Haven,IGZIST,5,AGELITE,13,IGZIST,SID,Waylay,Duelist,8,16,4,125,81,0.42,44,2,3,-1,0.11,13,3,0,0,0,0,0,0,0,0,31,0,0,252126,2026
VJC Split 1,614898,Advance Stage (B): Day 1,Bind,IGZIST,13,Team SEIBI,5,IGZIST,SID,Raze,Duelist,24,11,5,384,252,1.98,78,5,1,4,0.59,18,4,1,2,0,0,1,0,0,0,80,0,2,252102,2026
VJC Split 1,614900,Advance Stage (B): Day 1,Bind,CREST GAMING Zst,13,IGZIST,9,IGZIST,SID,Raze,Duelist,14,20,2,206,142,0.68,59,4,4,0,-0.03,18,3,0,0,0,0,0,0,0,0,48,0,0,252108,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Split,Delight,9,IGZIST,13,IGZIST,SID,Raze,Duelist,28,14,4,336,212,1.64,95,5,3,2,1.06,13,6,2,1,0,1,0,0,0,0,78,2,0,252115,2026
VJC Split 1,614906,Advance Stage (B): Day 3,Abyss,IGZIST,7,AGELITE,13,IGZIST,SID,Jett,Duelist,9,17,2,157,111,0.55,65,3,3,0,0.12,33,1,0,0,0,0,0,0,0,0,44,0,0,252127,2026
VJC Split 1,614898,Advance Stage (B): Day 1,Bind,IGZIST,13,Team SEIBI,5,IGZIST,kAyle,Viper,Controller,15,8,1,220,144,1.21,72,2,3,-1,0.89,26,2,0,0,1,0,0,0,0,0,76,2,0,252102,2026
VJC Split 1,614900,Advance Stage (B): Day 1,Bind,CREST GAMING Zst,13,IGZIST,9,IGZIST,kAyle,Viper,Controller,20,16,2,253,173,1.11,68,3,3,0,0.46,30,4,1,0,0,1,0,0,0,0,73,0,0,252108,2026
VJC Split 1,614900,Advance Stage (B): Day 1,Corrode,CREST GAMING Zst,13,IGZIST,4,IGZIST,oitaN,Viper,Controller,6,13,2,105,63,0.49,53,1,1,0,0.19,31,1,0,0,0,0,0,0,0,0,26,0,0,252109,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Split,Delight,9,IGZIST,13,IGZIST,oitaN,Viper,Controller,17,12,4,191,125,1.15,77,1,1,0,0.81,41,4,0,0,0,0,1,0,0,0,57,3,0,252115,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Corrode,Delight,12,IGZIST,14,IGZIST,oitaN,Viper,Controller,16,17,1,153,104,0.82,65,0,5,-5,0.35,32,2,1,0,0,0,0,0,0,0,41,1,0,252116,2026
VJC Split 1,614898,Advance Stage (B): Day 1,Haven,IGZIST,13,Team SEIBI,1,IGZIST,kAyle,Omen,Controller,10,6,1,180,117,1.16,100,4,0,4,1.15,39,1,0,0,0,0,0,0,0,0,54,3,0,252103,2026
VJC Split 1,614900,Advance Stage (B): Day 1,Corrode,CREST GAMING Zst,13,IGZIST,4,IGZIST,Frxeez,Omen,Controller,9,15,3,148,100,0.62,59,2,2,0,0.19,32,1,0,0,0,0,0,0,0,0,40,0,0,252109,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Haven,Delight,16,IGZIST,14,IGZIST,kAyle,Omen,Controller,17,22,20,169,109,0.93,73,0,2,-2,0.34,21,3,1,0,0,0,0,0,0,0,35,3,1,252114,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Split,Delight,9,IGZIST,13,IGZIST,kAyle,Omen,Controller,12,15,9,152,97,0.81,77,3,0,3,0.62,31,2,0,0,0,0,0,0,0,0,39,3,0,252115,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Corrode,Delight,12,IGZIST,14,IGZIST,Frxeez,Omen,Controller,26,17,11,288,180,1.52,77,5,1,4,0.80,33,8,1,0,0,0,0,0,0,0,71,1,0,252116,2026
VJC Split 1,614906,Advance Stage (B): Day 3,Haven,IGZIST,5,AGELITE,13,IGZIST,kAyle,Omen,Controller,13,14,7,232,158,1.02,72,1,3,-2,0.34,33,4,0,0,0,0,0,0,0,0,69,1,0,252126,2026
VJC Split 1,614906,Advance Stage (B): Day 3,Abyss,IGZIST,7,AGELITE,13,IGZIST,Frxeez,Omen,Controller,10,15,4,134,92,0.71,70,1,2,-1,0.35,28,1,1,0,0,0,0,0,0,0,35,2,0,252127,2026
VJC Split 1,614906,Advance Stage (B): Day 3,Abyss,IGZIST,7,AGELITE,13,IGZIST,oitaN,Harbor,Controller,12,15,4,166,113,0.89,60,0,5,-5,0.22,34,4,0,0,0,0,2,0,0,0,46,1,0,252127,2026
VJC Split 1,614898,Advance Stage (B): Day 1,Bind,IGZIST,13,Team SEIBI,5,IGZIST,oitaN,Brimstone,Controller,9,9,6,141,88,0.9,83,1,0,1,0.87,30,1,0,0,0,0,0,0,0,0,39,6,0,252102,2026
VJC Split 1,614900,Advance Stage (B): Day 1,Bind,CREST GAMING Zst,13,IGZIST,9,IGZIST,oitaN,Brimstone,Controller,11,16,11,159,106,0.88,73,2,1,1,0.39,24,1,0,0,0,0,0,0,0,0,47,1,0,252108,2026
VJC Split 1,628549,Phase 1: Upper Quarterfinals,Pearl,FENNEL,13,Murash Gaming,6,FENNEL,CLZ,Killjoy,Sentinel,15,13,5,235,163,0.96,95,2,2,0,0.82,23,3,0,0,0,0,0,0,0,0,60,2,0,255114,2026
VJC Split 1,628556,Phase 1: Upper Semifinals,Pearl,FENNEL,9,CREST GAMING Zst,13,FENNEL,CLZ,Killjoy,Sentinel,16,15,4,207,147,1.03,77,2,2,0,0.55,23,2,1,0,0,0,0,0,0,0,64,2,3,255134,2026
VJC Split 1,648100,Phase 2: Upper Quarterfinals,Pearl,FENNEL,13,WEC C,5,FENNEL,CLZ,Killjoy,Sentinel,14,10,7,211,142,1.17,89,3,0,3,0.99,30,4,0,0,0,0,0,0,0,0,77,1,0,260509,2026
VJC Split 1,653832,Playoffs: Semifinals,Pearl,QT DIG∞,15,FENNEL,13,FENNEL,CLZ,Killjoy,Sentinel,18,22,4,200,147,0.89,61,3,5,-2,0.04,19,1,0,0,1,0,0,0,0,0,47,2,0,262748,2026
VJC Split 1,653833,Playoffs: Grand Final,Pearl,CREST GAMING Zst,13,FENNEL,5,FENNEL,CLZ,Killjoy,Sentinel,12,14,3,186,134,0.93,72,1,1,0,0.35,31,2,0,0,0,0,0,0,0,0,60,0,1,262753,2026
VJC Split 1,628560,Phase 1: Lower Round 4,Haven,REIGNITE FOXX,13,FENNEL,3,FENNEL,CLZ,Cypher,Sentinel,10,15,1,169,97,0.55,63,1,1,0,0.12,33,3,0,0,0,0,0,0,0,0,38,1,0,255145,2026
VJC Split 1,648100,Phase 2: Upper Quarterfinals,Haven,FENNEL,9,WEC C,13,FENNEL,CLZ,Cypher,Sentinel,18,13,3,220,150,1.12,77,2,3,-1,0.78,43,2,2,0,0,0,0,0,0,0,64,0,1,260510,2026
VJC Split 1,648104,Phase 2: Upper Final,Haven,REJECT,10,FENNEL,13,FENNEL,CLZ,Cypher,Sentinel,12,16,4,167,117,0.83,61,2,3,-1,0.23,30,2,0,0,0,0,0,0,0,0,41,0,2,260521,2026
VJC Split 1,653832,Playoffs: Semifinals,Haven,QT DIG∞,10,FENNEL,13,FENNEL,CLZ,Cypher,Sentinel,17,15,6,203,152,1,78,2,4,-2,0.77,26,2,2,0,0,0,0,0,0,0,58,0,1,262747,2026
VJC Split 1,653832,Playoffs: Semifinals,Lotus,QT DIG∞,9,FENNEL,13,FENNEL,CLZ,Cypher,Sentinel,14,12,3,169,99,0.96,77,3,1,2,0.77,40,2,1,0,0,0,0,0,0,0,38,0,0,262749,2026
VJC Split 1,653833,Playoffs: Grand Final,Haven,CREST GAMING Zst,13,FENNEL,10,FENNEL,CLZ,Cypher,Sentinel,13,16,3,167,113,0.89,57,2,4,-2,0.21,20,2,0,0,0,0,0,0,0,0,43,2,1,262750,2026
VJC Split 1,648100,Phase 2: Upper Quarterfinals,Lotus,FENNEL,13,WEC C,6,FENNEL,CLZ,Chamber,Sentinel,19,11,6,261,184,1.42,84,3,3,0,0.99,35,3,1,1,0,2,0,0,0,0,72,1,2,260511,2026
VJC Split 1,648103,Phase 2: Upper Semifinals,Lotus,FENNEL,13,Murash Gaming,7,FENNEL,CLZ,Chamber,Sentinel,22,12,1,279,179,1.33,80,5,2,3,0.93,41,3,2,0,0,1,0,0,0,0,74,0,2,260518,2026
VJC Split 1,628549,Phase 1: Upper Quarterfinals,Pearl,FENNEL,13,Murash Gaming,6,FENNEL,Anthem,Tejo,Initiator,15,11,5,222,158,1.21,74,1,2,-1,0.70,27,3,1,1,0,1,0,0,0,0,60,5,1,255114,2026
VJC Split 1,628556,Phase 1: Upper Semifinals,Pearl,FENNEL,9,CREST GAMING Zst,13,FENNEL,Anthem,Tejo,Initiator,9,17,9,151,106,0.71,73,1,4,-3,0.23,7,2,0,0,0,0,0,0,0,0,42,0,1,255134,2026
VJC Split 1,628558,Phase 1: Lower Round 3,Breeze,FENNEL,13,RIDDLE ORDER,3,FENNEL,Anthem,Tejo,Initiator,10,10,4,166,120,0.83,75,0,0,0,0.71,27,4,0,0,0,0,0,0,0,0,46,3,0,255139,2026
VJC Split 1,628560,Phase 1: Lower Round 4,Breeze,REIGNITE FOXX,13,FENNEL,7,FENNEL,Anthem,Tejo,Initiator,6,17,8,125,110,0.41,55,1,1,0,0.09,21,1,0,0,0,0,0,0,0,0,46,5,1,255144,2026
VJC Split 1,648100,Phase 2: Upper Quarterfinals,Pearl,FENNEL,13,WEC C,5,FENNEL,Anthem,Tejo,Initiator,13,8,6,222,148,1.3,94,5,0,5,1.12,24,1,1,0,0,0,0,0,0,0,66,5,0,260509,2026
VJC Split 1,653832,Playoffs: Semifinals,Pearl,QT DIG∞,15,FENNEL,13,FENNEL,Anthem,Tejo,Initiator,14,22,4,138,90,0.62,46,0,1,-1,-0.30,14,0,2,1,0,0,0,1,0,0,34,5,0,262748,2026
VJC Split 1,653833,Playoffs: Grand Final,Split,CREST GAMING Zst,13,FENNEL,8,FENNEL,Anthem,Tejo,Initiator,12,17,4,187,141,0.73,67,4,2,2,0.29,25,3,0,0,0,0,0,0,0,0,55,3,0,262752,2026
VJC Split 1,653833,Playoffs: Grand Final,Pearl,CREST GAMING Zst,13,FENNEL,5,FENNEL,Anthem,Tejo,Initiator,9,14,1,132,94,0.69,56,0,1,-1,0.15,9,0,1,0,0,0,0,0,0,0,40,2,1,262753,2026
VJC Split 1,628560,Phase 1: Lower Round 4,Haven,REIGNITE FOXX,13,FENNEL,3,FENNEL,Anthem,Sova,Initiator,9,13,7,183,122,0.85,63,0,1,-1,0.22,19,1,1,0,0,0,0,0,0,0,55,1,1,255145,2026
VJC Split 1,648100,Phase 2: Upper Quarterfinals,Haven,FENNEL,9,WEC C,13,FENNEL,Anthem,Sova,Initiator,18,16,5,244,169,1.05,82,2,3,-1,0.56,27,2,1,0,0,0,1,0,0,0,65,1,0,260510,2026
VJC Split 1,648104,Phase 2: Upper Final,Haven,REJECT,10,FENNEL,13,FENNEL,Anthem,Sova,Initiator,15,15,6,184,131,0.96,61,0,2,-2,0.40,38,2,2,0,0,0,0,0,0,0,54,3,0,260521,2026
VJC Split 1,653832,Playoffs: Semifinals,Haven,QT DIG∞,10,FENNEL,13,FENNEL,Anthem,Sova,Initiator,17,13,7,207,138,1.18,87,1,0,1,0.82,20,5,0,0,0,0,1,0,0,0,58,4,1,262747,2026
VJC Split 1,653833,Playoffs: Grand Final,Haven,CREST GAMING Zst,13,FENNEL,10,FENNEL,Anthem,Sova,Initiator,14,14,7,177,132,1,78,1,0,1,0.65,33,2,0,0,0,0,0,0,0,0,58,4,1,262750,2026
VJC Split 1,648100,Phase 2: Upper Quarterfinals,Lotus,FENNEL,13,WEC C,6,FENNEL,Anthem,Skye,Initiator,9,13,16,164,112,0.83,89,0,1,-1,0.78,14,0,1,0,0,1,0,0,0,0,46,8,3,260511,2026
VJC Split 1,648103,Phase 2: Upper Semifinals,Lotus,FENNEL,13,Murash Gaming,7,FENNEL,Anthem,Skye,Initiator,7,11,11,118,85,0.82,80,1,1,0,0.81,27,2,0,0,0,1,0,0,0,0,38,4,2,260518,2026
VJC Split 1,648103,Phase 2: Upper Semifinals,Bind,FENNEL,13,Murash Gaming,3,FENNEL,Anthem,Skye,Initiator,12,7,12,219,135,1.44,81,0,0,0,0.88,45,2,0,1,0,0,0,0,0,0,58,2,0,260519,2026
VJC Split 1,648104,Phase 2: Upper Final,Bind,REJECT,6,FENNEL,13,FENNEL,Anthem,Skye,Initiator,16,12,7,222,135,1,84,2,0,2,0.87,20,1,0,1,0,0,0,0,0,0,55,4,0,260522,2026
