League,match_id,phase,map_name,team1_name,team1_score,team2_name,team2_score,player_team,player_name,agents,role,kills,deaths,assists,acs,adr,rating,kast,first_kills,first_deaths,fk_diff,RIV,hs_pct,k2,k3,k4,k5,clutch_1v1,clutch_1v2,clutch_1v3,clutch_1v4,clutch_1v5,econ,plants,defuses,game_id,Year
VJC Split 1,648105,Phase 2: Lower Round 1,Breeze,REIGNITE FOXX,13,Insomnia,15,Insomnia,MeatPieN,Skye,Initiator,24,15,8,227,140,1.21,71,2,4,-2,1.00,37,3,2,1,0,1,0,0,0,0,52,7,1,260526,2026
VJC Split 1,648107,Phase 2: Lower Round 2,Breeze,Murash Gaming,13,Insomnia,5,Insomnia,MeatPieN,Skye,Initiator,7,15,1,114,66,0.48,56,0,3,-3,0.03,24,1,0,0,0,0,0,0,0,0,29,2,0,260530,2026
VJC Split 1,648107,Phase 2: Lower Round 2,Split,Murash Gaming,3,Insomnia,13,Insomnia,MeatPieN,Skye,Initiator,15,9,4,225,142,1.35,88,1,1,0,0.85,28,2,1,1,0,1,0,0,0,0,61,11,0,260532,2026
VJC Split 1,648109,Phase 2: Lower Round 3,Bind,Insomnia,13,RIDDLE ORDER,7,Insomnia,MeatPieN,Skye,Initiator,15,13,5,186,129,1.13,90,1,0,1,0.75,46,2,1,0,0,0,0,0,0,0,57,4,1,260536,2026
VJC Split 1,648110,Phase 2: Lower Final,Split,REJECT,13,Insomnia,8,Insomnia,MeatPieN,Skye,Initiator,16,15,9,212,147,1.16,67,1,0,1,0.43,26,4,2,0,0,0,0,1,0,0,58,3,3,260539,2026
VJC Split 1,648110,Phase 2: Lower Final,Bind,REJECT,10,Insomnia,13,Insomnia,MeatPieN,Skye,Initiator,16,17,12,194,110,0.96,78,2,1,1,0.54,24,2,1,0,0,0,2,0,0,0,38,7,0,260541,2026
VJC Split 1,653831,Playoffs: Semifinals,Breeze,CREST GAMING Zst,13,Insomnia,11,Insomnia,MeatPieN,Skye,Initiator,14,19,11,166,103,0.8,83,1,0,1,0.36,44,4,0,0,0,0,0,0,0,0,40,7,0,262744,2026
VJC Split 1,653831,Playoffs: Semifinals,Bind,CREST GAMING Zst,13,Insomnia,10,Insomnia,MeatPieN,Skye,Initiator,13,15,9,172,105,0.89,65,2,4,-2,0.49,24,3,1,0,0,0,0,0,0,0,51,2,0,262745,2026
VJC Split 1,628544,Phase 1: Upper Round 1,Corrode,AGELITE,11,Insomnia,13,Insomnia,Ady,KAY/O,Initiator,20,14,14,218,115,1.25,88,3,1,2,1.06,16,2,3,0,0,0,0,0,0,0,51,4,0,255100,2026
VJC Split 1,628557,Phase 1: Lower Round 3,Abyss,Insomnia,9,REIGNITE FOXX,13,Insomnia,Ady,KAY/O,Initiator,13,17,10,169,106,0.91,77,0,2,-2,0.33,24,2,1,0,0,0,0,0,0,0,42,2,1,255136,2026
VJC Split 1,614909,Advance Stage (C): Day 1,Split,BLUE BEES.ESP,12,Insomnia,14,Insomnia,Kaily,Fade,Initiator,14,16,10,157,124,0.99,77,1,2,-1,0.62,28,1,1,0,0,1,0,0,0,0,52,7,0,252132,2026
VJC Split 1,614909,Advance Stage (C): Day 1,Bind,BLUE BEES.ESP,7,Insomnia,13,Insomnia,Kaily,Fade,Initiator,19,9,6,254,159,1.4,70,2,1,1,0.95,18,4,1,1,0,0,0,1,0,0,81,4,0,252134,2026
VJC Split 1,614912,Advance Stage (C): Day 2,Bind,Insomnia,13,DFM Academy,4,Insomnia,Kaily,Fade,Initiator,18,10,7,279,162,1.33,94,1,0,1,0.89,24,4,0,1,0,0,0,0,0,0,61,4,0,252141,2026
VJC Split 1,614912,Advance Stage (C): Day 2,Corrode,Insomnia,13,DFM Academy,8,Insomnia,Kaily,Fade,Initiator,18,14,5,199,115,0.96,81,0,2,-2,0.75,17,4,1,0,0,0,1,0,0,0,45,8,0,252142,2026
VJC Split 1,614914,Advance Stage (C): Day 2,Corrode,SCARZ,8,Insomnia,13,Insomnia,Kaily,Fade,Initiator,10,15,7,144,104,0.6,67,0,2,-2,0.42,29,1,0,0,0,0,0,0,0,0,37,4,0,252147,2026
VJC Split 1,614916,Advance Stage (C): Day 3,Corrode,Murash Gaming,13,Insomnia,9,Insomnia,Kaily,Fade,Initiator,8,19,8,135,93,0.51,73,0,1,-1,0.00,13,0,0,0,0,0,0,0,0,0,35,8,0,252153,2026
VJC Split 1,614916,Advance Stage (C): Day 3,Split,Murash Gaming,13,Insomnia,9,Insomnia,Kaily,Fade,Initiator,11,14,3,140,89,0.83,68,1,0,1,0.36,11,3,0,0,0,1,0,0,0,0,43,5,1,252154,2026
VJC Split 1,628548,Phase 1: Upper Quarterfinals,Split,RIDDLE ORDER,6,Insomnia,13,Insomnia,MeatPieN,Fade,Initiator,7,13,9,118,80,0.75,74,0,3,-3,0.50,14,2,0,0,0,0,0,0,0,0,33,3,1,255111,2026
VJC Split 1,628548,Phase 1: Upper Quarterfinals,Bind,RIDDLE ORDER,13,Insomnia,6,Insomnia,MeatPieN,Fade,Initiator,10,15,1,155,92,0.69,53,0,0,0,-0.04,29,1,1,0,0,0,0,0,0,0,38,1,0,255112,2026
VJC Split 1,628554,Phase 1: Upper Semifinals,Split,Insomnia,8,QT DIG∞,13,Insomnia,MeatPieN,Fade,Initiator,8,16,6,106,75,0.58,62,0,1,-1,0.19,41,1,0,0,0,0,0,0,0,0,30,2,0,255129,2026
VJC Split 1,628557,Phase 1: Lower Round 3,Split,Insomnia,7,REIGNITE FOXX,13,Insomnia,MeatPieN,Fade,Initiator,15,15,6,213,133,0.95,65,1,1,0,0.33,24,6,0,0,0,0,0,0,0,0,57,1,0,255135,2026
VJC Split 1,648099,Phase 2: Upper Quarterfinals,Pearl,Insomnia,13,REJECT,10,Insomnia,MeatPieN,Fade,Initiator,8,17,9,118,92,0.65,74,0,4,-4,0.28,21,2,0,0,0,0,0,0,0,0,37,4,0,260506,2026
VJC Split 1,648099,Phase 2: Upper Quarterfinals,Lotus,Insomnia,3,REJECT,13,Insomnia,MeatPieN,Fade,Initiator,5,15,3,107,65,0.38,50,1,2,-1,0.00,32,1,0,0,0,0,0,0,0,0,29,0,0,260507,2026
VJC Split 1,648099,Phase 2: Upper Quarterfinals,Haven,Insomnia,12,REJECT,14,Insomnia,MeatPieN,Fade,Initiator,14,19,11,180,120,0.81,81,2,2,0,0.39,33,0,1,1,0,0,0,0,0,0,43,3,0,260508,2026
VJC Split 1,648105,Phase 2: Lower Round 1,Lotus,REIGNITE FOXX,4,Insomnia,13,Insomnia,MeatPieN,Fade,Initiator,9,11,5,162,108,0.82,82,2,1,1,0.71,16,1,0,0,0,0,0,0,0,0,39,4,0,260524,2026
VJC Split 1,648107,Phase 2: Lower Round 2,Lotus,Murash Gaming,7,Insomnia,13,Insomnia,MeatPieN,Fade,Initiator,8,9,6,123,88,0.9,75,3,3,0,0.95,38,0,0,0,0,0,0,0,0,0,41,4,0,260531,2026
VJC Split 1,614909,Advance Stage (C): Day 1,Split,BLUE BEES.ESP,12,Insomnia,14,Insomnia,Karaage,Yoru,Duelist,26,20,7,276,169,1.27,85,5,4,1,0.68,34,4,4,0,0,1,0,0,0,0,53,0,0,252132,2026
VJC Split 1,614909,Advance Stage (C): Day 1,Abyss,BLUE BEES.ESP,13,Insomnia,10,Insomnia,Karaage,Yoru,Duelist,20,17,2,228,137,1.08,61,4,1,3,0.32,45,3,2,0,0,0,0,0,0,0,52,1,0,252133,2026
VJC Split 1,614909,Advance Stage (C): Day 1,Bind,BLUE BEES.ESP,7,Insomnia,13,Insomnia,Satwoshi,Yoru,Duelist,13,10,3,187,120,1.17,75,6,3,3,0.88,25,3,0,0,0,0,0,0,0,0,42,0,0,252134,2026
VJC Split 1,614912,Advance Stage (C): Day 2,Bind,Insomnia,13,DFM Academy,4,Insomnia,Satwoshi,Yoru,Duelist,17,9,2,288,175,1.35,94,7,2,5,1.00,33,3,2,0,0,0,0,0,0,0,72,1,0,252141,2026
VJC Split 1,614912,Advance Stage (C): Day 2,Corrode,Insomnia,13,DFM Academy,8,Insomnia,Karaage,Yoru,Duelist,9,15,3,130,78,0.54,57,2,7,-5,0.36,44,1,1,0,0,0,0,0,0,0,31,0,0,252142,2026
VJC Split 1,614914,Advance Stage (C): Day 2,Corrode,SCARZ,8,Insomnia,13,Insomnia,Karaage,Yoru,Duelist,13,12,5,164,108,1.02,71,1,1,0,0.65,27,1,1,0,0,1,1,0,0,0,52,0,1,252147,2026
VJC Split 1,614914,Advance Stage (C): Day 2,Pearl,SCARZ,2,Insomnia,13,Insomnia,Karaage,Yoru,Duelist,9,8,3,155,127,0.98,73,3,2,1,0.94,40,2,0,0,0,0,0,0,0,0,46,0,0,252148,2026
VJC Split 1,614916,Advance Stage (C): Day 3,Corrode,Murash Gaming,13,Insomnia,9,Insomnia,Karaage,Yoru,Duelist,21,16,2,243,149,1.22,82,3,3,0,0.59,34,2,2,0,0,0,0,0,0,0,58,0,1,252153,2026
VJC Split 1,614916,Advance Stage (C): Day 3,Split,Murash Gaming,13,Insomnia,9,Insomnia,Karaage,Yoru,Duelist,17,16,1,204,132,1.14,64,4,3,1,0.32,45,4,1,0,0,0,0,0,0,0,58,0,2,252154,2026
VJC Split 1,628544,Phase 1: Upper Round 1,Breeze,AGELITE,8,Insomnia,13,Insomnia,flora,Yoru,Duelist,25,13,3,314,194,1.52,67,3,2,1,0.68,17,4,4,0,0,0,0,0,0,0,79,1,0,255099,2026
VJC Split 1,628548,Phase 1: Upper Quarterfinals,Bind,RIDDLE ORDER,13,Insomnia,6,Insomnia,flora,Yoru,Duelist,12,15,2,180,117,0.77,53,3,4,-1,0.24,39,1,2,0,0,0,0,0,0,0,43,0,1,255112,2026
VJC Split 1,628548,Phase 1: Upper Quarterfinals,Breeze,RIDDLE ORDER,8,Insomnia,13,Insomnia,flora,Yoru,Duelist,22,14,4,275,177,1.37,81,5,2,3,0.80,27,3,2,0,0,0,0,0,0,0,61,0,0,255113,2026
VJC Split 1,628554,Phase 1: Upper Semifinals,Pearl,Insomnia,11,QT DIG∞,13,Insomnia,flora,Yoru,Duelist,27,17,4,308,199,1.42,75,3,1,2,0.61,30,4,1,1,1,1,0,0,0,0,74,0,3,255130,2026
VJC Split 1,614909,Advance Stage (C): Day 1,Split,BLUE BEES.ESP,12,Insomnia,14,Insomnia,Satwoshi,Waylay,Duelist,16,18,3,164,101,0.85,62,3,1,2,0.26,28,3,1,0,0,0,0,0,0,0,40,2,1,252132,2026
VJC Split 1,614909,Advance Stage (C): Day 1,Abyss,BLUE BEES.ESP,13,Insomnia,10,Insomnia,Satwoshi,Waylay,Duelist,9,19,4,121,77,0.52,61,2,5,-3,0.04,21,1,0,0,0,0,0,0,0,0,28,0,0,252133,2026
VJC Split 1,614912,Advance Stage (C): Day 2,Corrode,Insomnia,13,DFM Academy,8,Insomnia,Satwoshi,Waylay,Duelist,22,12,6,277,175,1.59,86,4,1,3,0.91,38,3,2,0,0,0,0,0,0,0,66,0,3,252142,2026
VJC Split 1,614914,Advance Stage (C): Day 2,Corrode,SCARZ,8,Insomnia,13,Insomnia,Satwoshi,Waylay,Duelist,20,13,8,273,182,1.42,76,6,1,5,0.83,40,4,0,0,0,0,0,0,0,0,72,0,2,252147,2026
VJC Split 1,614916,Advance Stage (C): Day 3,Corrode,Murash Gaming,13,Insomnia,9,Insomnia,Satwoshi,Waylay,Duelist,15,18,4,181,118,0.75,59,2,5,-3,0.27,30,2,1,0,0,0,0,0,0,0,41,0,0,252153,2026
VJC Split 1,614916,Advance Stage (C): Day 3,Split,Murash Gaming,13,Insomnia,9,Insomnia,Satwoshi,Waylay,Duelist,15,17,6,189,117,0.86,55,2,5,-3,0.28,23,5,0,0,0,0,0,0,0,0,48,0,0,252154,2026
VJC Split 1,628544,Phase 1: Upper Round 1,Corrode,AGELITE,11,Insomnia,13,Insomnia,Satwoshi,Waylay,Duelist,27,17,7,308,193,1.48,83,8,5,3,0.95,30,3,3,1,0,0,0,0,0,0,65,1,1,255100,2026
VJC Split 1,628548,Phase 1: Upper Quarterfinals,Split,RIDDLE ORDER,6,Insomnia,13,Insomnia,flora,Waylay,Duelist,22,12,4,308,214,1.59,79,1,3,-2,0.72,38,5,2,0,0,0,0,0,0,0,78,1,1,255111,2026
VJC Split 1,628554,Phase 1: Upper Semifinals,Split,Insomnia,8,QT DIG∞,13,Insomnia,flora,Waylay,Duelist,16,17,2,231,136,0.86,62,4,4,0,0.20,31,1,3,0,0,0,0,0,0,0,43,0,0,255129,2026
VJC Split 1,628557,Phase 1: Lower Round 3,Split,Insomnia,7,REIGNITE FOXX,13,Insomnia,flora,Waylay,Duelist,21,16,5,320,197,1.48,80,5,2,3,0.32,31,4,3,0,0,0,0,0,0,0,78,1,0,255135,2026
VJC Split 1,628557,Phase 1: Lower Round 3,Abyss,Insomnia,9,REIGNITE FOXX,13,Insomnia,Satwoshi,Waylay,Duelist,10,18,4,144,93,0.55,50,3,6,-3,0.08,35,2,1,0,0,0,1,0,0,0,32,0,0,255136,2026
VJC Split 1,648105,Phase 2: Lower Round 1,Lotus,REIGNITE FOXX,4,Insomnia,13,Insomnia,Satwoshi,Waylay,Duelist,17,10,3,267,161,1.29,88,4,2,2,0.87,11,5,1,0,0,0,0,0,0,0,56,0,1,260524,2026
VJC Split 1,648105,Phase 2: Lower Round 1,Pearl,REIGNITE FOXX,13,Insomnia,9,Insomnia,Satwoshi,Waylay,Duelist,7,16,3,91,65,0.45,50,0,5,-5,0.15,17,2,0,0,0,1,1,0,0,0,24,0,2,260525,2026
VJC Split 1,648105,Phase 2: Lower Round 1,Breeze,REIGNITE FOXX,13,Insomnia,15,Insomnia,Satwoshi,Waylay,Duelist,19,19,8,209,141,1.07,79,8,5,3,0.71,25,4,1,0,0,1,0,0,0,0,45,0,1,260526,2026
VJC Split 1,648107,Phase 2: Lower Round 2,Breeze,Murash Gaming,13,Insomnia,5,Insomnia,Satwoshi,Waylay,Duelist,5,17,4,109,83,0.46,50,0,3,-3,-0.15,26,1,0,0,0,0,0,0,0,0,32,0,0,260530,2026
VJC Split 1,648107,Phase 2: Lower Round 2,Lotus,Murash Gaming,7,Insomnia,13,Insomnia,Satwoshi,Waylay,Duelist,17,12,1,224,134,1.1,70,6,2,4,0.74,32,3,3,0,0,0,0,0,0,0,57,0,1,260531,2026
VJC Split 1,648107,Phase 2: Lower Round 2,Split,Murash Gaming,3,Insomnia,13,Insomnia,Satwoshi,Waylay,Duelist,7,12,2,135,90,0.47,75,2,3,-1,0.62,19,1,0,0,0,1,0,0,0,0,32,0,0,260532,2026
VJC Split 1,648109,Phase 2: Lower Round 3,Bind,Insomnia,13,RIDDLE ORDER,7,Insomnia,Satwoshi,Waylay,Duelist,15,14,3,201,119,0.96,65,1,4,-3,0.43,22,2,2,0,0,0,0,0,0,0,40,1,0,260536,2026
VJC Split 1,648109,Phase 2: Lower Round 3,Pearl,Insomnia,13,RIDDLE ORDER,5,Insomnia,Satwoshi,Waylay,Duelist,12,11,2,176,98,0.97,78,4,3,1,0.73,12,0,2,0,0,0,0,0,0,0,36,0,0,260537,2026
VJC Split 1,648110,Phase 2: Lower Final,Split,REJECT,13,Insomnia,8,Insomnia,Satwoshi,Waylay,Duelist,16,15,10,237,131,1.13,76,5,2,3,0.54,14,4,1,0,0,0,0,0,0,0,52,1,0,260539,2026
VJC Split 1,648110,Phase 2: Lower Final,Pearl,REJECT,7,Insomnia,13,Insomnia,Satwoshi,Waylay,Duelist,12,12,2,150,89,0.82,65,2,2,0,0.61,11,1,1,0,0,1,0,0,0,0,36,0,0,260540,2026
VJC Split 1,648110,Phase 2: Lower Final,Bind,REJECT,10,Insomnia,13,Insomnia,Satwoshi,Waylay,Duelist,9,17,4,125,82,0.51,57,3,6,-3,0.26,17,1,1,0,0,0,0,0,0,0,31,1,0,260541,2026
VJC Split 1,653831,Playoffs: Semifinals,Breeze,CREST GAMING Zst,13,Insomnia,11,Insomnia,Satwoshi,Waylay,Duelist,10,18,3,125,69,0.51,58,2,7,-5,0.16,30,1,1,0,0,1,0,0,0,0,24,0,1,262744,2026
VJC Split 1,653831,Playoffs: Semifinals,Bind,CREST GAMING Zst,13,Insomnia,10,Insomnia,Satwoshi,Waylay,Duelist,14,16,2,169,115,0.92,52,1,3,-2,0.16,46,1,2,0,0,0,0,0,0,0,39,1,2,262745,2026
VJC Split 1,653831,Playoffs: Semifinals,Bind,CREST GAMING Zst,13,Insomnia,10,Insomnia,flora,Raze,Duelist,21,19,7,274,179,1.13,70,5,3,2,0.37,22,7,0,0,0,0,0,0,0,0,63,2,0,262745,2026
VJC Split 1,648099,Phase 2: Upper Quarterfinals,Pearl,Insomnia,13,REJECT,10,Insomnia,Satwoshi,Phoenix,Duelist,19,16,6,232,143,1.15,70,1,3,-2,0.45,34,2,3,0,0,0,0,0,0,0,63,1,0,260506,2026
VJC Split 1,648099,Phase 2: Upper Quarterfinals,Lotus,Insomnia,3,REJECT,13,Insomnia,Satwoshi,Phoenix,Duelist,8,12,3,189,138,0.96,50,3,3,0,0.15,13,0,0,0,0,0,0,0,0,0,59,0,0,260507,2026
VJC Split 1,648099,Phase 2: Upper Quarterfinals,Haven,Insomnia,12,REJECT,14,Insomnia,Satwoshi,Phoenix,Duelist,19,21,10,214,119,0.9,77,2,3,-1,0.30,30,4,0,0,0,0,0,0,0,0,37,2,0,260508,2026
VJC Split 1,614914,Advance Stage (C): Day 2,Pearl,SCARZ,2,Insomnia,13,Insomnia,Satwoshi,Neon,Duelist,13,9,1,212,154,1.24,87,2,0,2,0.79,48,2,1,0,0,1,0,0,0,0,62,0,2,252148,2026
VJC Split 1,628544,Phase 1: Upper Round 1,Breeze,AGELITE,8,Insomnia,13,Insomnia,Satwoshi,Neon,Duelist,11,16,5,165,96,0.64,67,4,5,-1,0.40,16,3,0,0,0,0,0,0,0,0,34,0,0,255099,2026
VJC Split 1,628548,Phase 1: Upper Quarterfinals,Split,RIDDLE ORDER,6,Insomnia,13,Insomnia,Satwoshi,Neon,Duelist,17,14,2,234,146,1.02,68,4,1,3,0.50,25,6,0,0,0,0,0,0,0,0,57,1,0,255111,2026
VJC Split 1,628548,Phase 1: Upper Quarterfinals,Bind,RIDDLE ORDER,13,Insomnia,6,Insomnia,Satwoshi,Neon,Duelist,14,17,5,220,133,0.88,53,4,3,1,0.07,44,3,1,1,0,0,0,0,0,0,53,0,0,255112,2026
VJC Split 1,628548,Phase 1: Upper Quarterfinals,Breeze,RIDDLE ORDER,8,Insomnia,13,Insomnia,Satwoshi,Neon,Duelist,15,15,6,203,129,0.9,71,3,4,-1,0.59,21,3,2,0,0,0,0,0,0,0,52,0,0,255113,2026
VJC Split 1,628554,Phase 1: Upper Semifinals,Split,Insomnia,8,QT DIG∞,13,Insomnia,Satwoshi,Neon,Duelist,13,16,4,178,104,0.68,67,2,4,-2,0.38,20,3,0,0,0,0,0,0,0,0,42,1,0,255129,2026
VJC Split 1,628554,Phase 1: Upper Semifinals,Pearl,Insomnia,11,QT DIG∞,13,Insomnia,Satwoshi,Neon,Duelist,14,20,5,159,102,0.59,67,3,2,1,0.21,22,2,0,0,0,0,0,0,0,0,35,0,0,255130,2026
VJC Split 1,628557,Phase 1: Lower Round 3,Split,Insomnia,7,REIGNITE FOXX,13,Insomnia,Satwoshi,Neon,Duelist,8,18,3,125,81,0.42,55,3,4,-1,0.04,19,1,0,0,0,0,0,0,0,0,31,0,0,255135,2026
VJC Split 1,648099,Phase 2: Upper Quarterfinals,Pearl,Insomnia,13,REJECT,10,Insomnia,flora,Neon,Duelist,17,15,6,204,127,1.1,65,1,5,-4,0.52,18,2,2,0,0,0,1,1,0,0,44,0,0,260506,2026
VJC Split 1,648099,Phase 2: Upper Quarterfinals,Lotus,Insomnia,3,REJECT,13,Insomnia,flora,Neon,Duelist,7,15,2,133,83,0.46,56,1,1,0,0.06,21,2,0,0,0,0,0,0,0,0,35,0,0,260507,2026
VJC Split 1,648099,Phase 2: Upper Quarterfinals,Haven,Insomnia,12,REJECT,14,Insomnia,flora,Neon,Duelist,22,17,9,257,175,1.27,81,6,4,2,0.85,42,3,2,0,0,0,0,0,0,0,64,0,0,260508,2026
VJC Split 1,648105,Phase 2: Lower Round 1,Pearl,REIGNITE FOXX,13,Insomnia,9,Insomnia,flora,Neon,Duelist,16,18,3,208,136,0.8,73,7,4,3,0.48,23,3,0,0,0,0,0,0,0,0,53,2,0,260525,2026
VJC Split 1,648105,Phase 2: Lower Round 1,Breeze,REIGNITE FOXX,13,Insomnia,15,Insomnia,flora,Neon,Duelist,20,16,7,200,131,1.12,75,3,4,-1,0.82,25,2,1,0,0,0,0,0,0,0,50,0,0,260526,2026
VJC Split 1,648107,Phase 2: Lower Round 2,Breeze,Murash Gaming,13,Insomnia,5,Insomnia,flora,Neon,Duelist,13,16,0,206,120,0.69,39,3,4,-1,-0.05,26,0,2,1,0,1,0,0,0,0,47,0,1,260530,2026
VJC Split 1,648107,Phase 2: Lower Round 2,Split,Murash Gaming,3,Insomnia,13,Insomnia,flora,Neon,Duelist,16,10,8,296,199,1.45,88,2,1,1,0.74,28,2,1,1,0,0,0,0,0,0,70,0,0,260532,2026
VJC Split 1,648109,Phase 2: Lower Round 3,Pearl,Insomnia,13,RIDDLE ORDER,5,Insomnia,flora,Neon,Duelist,19,13,5,301,192,1.24,78,5,2,3,0.67,34,4,1,0,0,0,0,0,0,0,72,1,0,260537,2026
VJC Split 1,648110,Phase 2: Lower Final,Split,REJECT,13,Insomnia,8,Insomnia,flora,Neon,Duelist,13,17,3,184,104,0.72,62,5,2,3,0.20,23,2,1,0,0,0,0,0,0,0,43,0,0,260539,2026
VJC Split 1,648110,Phase 2: Lower Final,Pearl,REJECT,7,Insomnia,13,Insomnia,flora,Neon,Duelist,18,14,4,261,171,1.15,80,6,2,4,0.70,20,2,0,1,0,0,0,0,0,0,71,0,1,260540,2026
VJC Split 1,653831,Playoffs: Semifinals,Breeze,CREST GAMING Zst,13,Insomnia,11,Insomnia,flora,Neon,Duelist,26,20,13,336,210,1.46,79,5,4,1,0.51,15,5,3,0,0,0,0,1,0,0,77,0,1,262744,2026
VJC Split 1,628557,Phase 1: Lower Round 3,Abyss,Insomnia,9,REIGNITE FOXX,13,Insomnia,flora,Jett,Duelist,16,16,2,198,142,0.98,73,5,4,1,0.56,30,4,0,0,0,0,0,0,0,0,64,1,1,255136,2026
VJC Split 1,614909,Advance Stage (C): Day 1,Split,BLUE BEES.ESP,12,Insomnia,14,Insomnia,MeatPieN,Viper,Controller,14,20,8,157,108,0.64,69,3,3,0,0.30,17,2,0,0,0,0,1,0,0,0,41,0,0,252132,2026
VJC Split 1,614909,Advance Stage (C): Day 1,Bind,BLUE BEES.ESP,7,Insomnia,13,Insomnia,MeatPieN,Viper,Controller,20,12,2,273,166,1.39,70,1,2,-1,0.51,22,4,1,1,0,0,0,0,0,0,76,1,0,252134,2026
VJC Split 1,614912,Advance Stage (C): Day 2,Bind,Insomnia,13,DFM Academy,4,Insomnia,MeatPieN,Viper,Controller,13,10,3,186,139,1.01,65,1,3,-2,0.75,31,2,0,1,0,0,0,0,0,0,54,1,0,252141,2026
VJC Split 1,614912,Advance Stage (C): Day 2,Corrode,Insomnia,13,DFM Academy,8,Insomnia,MeatPieN,Viper,Controller,14,14,6,185,126,0.91,57,1,2,-1,0.43,38,3,2,0,0,0,0,0,0,0,47,0,1,252142,2026
VJC Split 1,614914,Advance Stage (C): Day 2,Corrode,SCARZ,8,Insomnia,13,Insomnia,MeatPieN,Viper,Controller,22,15,2,261,156,1.1,76,4,4,0,0.74,35,7,1,0,0,0,0,0,0,0,66,0,1,252147,2026
VJC Split 1,614916,Advance Stage (C): Day 3,Corrode,Murash Gaming,13,Insomnia,9,Insomnia,MeatPieN,Viper,Controller,12,19,8,170,117,0.59,73,2,3,-1,0.25,38,2,0,0,0,0,0,0,0,0,42,1,0,252153,2026
VJC Split 1,614916,Advance Stage (C): Day 3,Split,Murash Gaming,13,Insomnia,9,Insomnia,MeatPieN,Viper,Controller,12,20,9,177,123,0.6,59,3,3,0,0.06,20,0,1,0,0,0,0,0,0,0,43,0,0,252154,2026
VJC Split 1,628544,Phase 1: Upper Round 1,Breeze,AGELITE,8,Insomnia,13,Insomnia,Ady,Viper,Controller,21,13,4,258,173,1.44,71,3,2,1,0.70,19,2,3,0,0,1,0,0,0,0,75,2,1,255099,2026
VJC Split 1,628544,Phase 1: Upper Round 1,Corrode,AGELITE,11,Insomnia,13,Insomnia,Karaage,Viper,Controller,17,17,3,200,124,0.86,67,0,1,-1,0.25,50,5,1,0,0,0,0,0,0,0,48,0,0,255100,2026
VJC Split 1,628548,Phase 1: Upper Quarterfinals,Split,RIDDLE ORDER,6,Insomnia,13,Insomnia,Karaage,Viper,Controller,19,13,5,274,172,1.44,74,4,0,4,0.53,30,5,1,0,0,1,0,0,0,0,69,2,0,255111,2026
VJC Split 1,628548,Phase 1: Upper Quarterfinals,Bind,RIDDLE ORDER,13,Insomnia,6,Insomnia,Karaage,Viper,Controller,11,16,3,187,129,0.67,58,1,1,0,0.04,31,2,1,0,0,0,0,0,0,0,49,2,0,255112,2026
VJC Split 1,628548,Phase 1: Upper Quarterfinals,Breeze,RIDDLE ORDER,8,Insomnia,13,Insomnia,Ady,Viper,Controller,18,13,7,247,165,1.33,81,1,0,1,0.64,37,2,2,0,0,1,0,0,0,0,72,3,1,255113,2026
VJC Split 1,628554,Phase 1: Upper Semifinals,Split,Insomnia,8,QT DIG∞,13,Insomnia,Karaage,Viper,Controller,12,16,3,154,95,0.67,52,1,3,-2,0.14,72,0,1,1,0,1,0,0,0,0,39,0,1,255129,2026
VJC Split 1,628557,Phase 1: Lower Round 3,Split,Insomnia,7,REIGNITE FOXX,13,Insomnia,Karaage,Viper,Controller,10,13,5,164,108,0.83,80,0,3,-3,0.48,31,3,0,0,0,0,0,0,0,0,55,0,1,255135,2026
VJC Split 1,648105,Phase 2: Lower Round 1,Lotus,REIGNITE FOXX,4,Insomnia,13,Insomnia,Karaage,Viper,Controller,14,8,3,207,141,1.16,76,1,0,1,0.90,27,4,0,0,0,0,0,0,0,0,58,0,0,260524,2026
VJC Split 1,648105,Phase 2: Lower Round 1,Breeze,REIGNITE FOXX,13,Insomnia,15,Insomnia,Ady,Viper,Controller,22,16,6,240,167,1.25,75,0,1,-1,0.61,38,5,1,1,0,0,0,0,0,0,72,1,1,260526,2026
VJC Split 1,648107,Phase 2: Lower Round 2,Breeze,Murash Gaming,13,Insomnia,5,Insomnia,Ady,Viper,Controller,9,15,4,184,143,0.84,44,1,3,-2,-0.10,17,2,1,0,0,1,0,0,0,0,57,2,0,260530,2026
VJC Split 1,648107,Phase 2: Lower Round 2,Lotus,Murash Gaming,7,Insomnia,13,Insomnia,Karaage,Viper,Controller,15,10,4,200,125,1.1,75,2,1,1,0.86,34,3,1,0,0,0,0,0,0,0,49,0,1,260531,2026
VJC Split 1,648107,Phase 2: Lower Round 2,Split,Murash Gaming,3,Insomnia,13,Insomnia,Karaage,Viper,Controller,14,7,2,217,138,1.3,75,2,1,1,0.89,41,4,1,0,0,1,0,0,0,0,84,0,0,260532,2026
VJC Split 1,648109,Phase 2: Lower Round 3,Bind,Insomnia,13,RIDDLE ORDER,7,Insomnia,Karaage,Viper,Controller,11,15,3,168,116,0.61,55,4,2,2,0.33,36,2,0,0,0,0,0,0,0,0,45,1,0,260536,2026
VJC Split 1,648110,Phase 2: Lower Final,Split,REJECT,13,Insomnia,8,Insomnia,Karaage,Viper,Controller,9,16,2,129,97,0.46,52,2,2,0,0.17,50,1,0,0,0,0,0,0,0,0,37,2,0,260539,2026
