League,game_id,match_id,phase,map_name,team1_name,team1_score,team2_name,team2_score,agents,player_team,player_name,role,kills,deaths,assists,acs,adr,rating,kast,first_kills,first_deaths,fk_diff,RIV,hs_pct,k2,k3,k4,k5,clutch_1v1,clutch_1v2,clutch_1v3,clutch_1v4,clutch_1v5,econ,plants,defuses
VCK Split 1,254334,626290,Group Stage: Week 1,Split,DRX Academy,4,Dplus Esports,13,Viper,DRX Academy,yong,Controller,10,14,3,186,134,0.75,71,3,5,-2,0.41,30,1,0,0,0,0,0,0,0,0,55,0,0
VCK Split 1,254334,626290,Group Stage: Week 1,Split,DRX Academy,4,Dplus Esports,13,Omen,DRX Academy,apeX,Controller,10,14,4,155,85,0.69,53,1,2,-1,0.17,28,1,1,0,0,0,0,0,0,0,35,1,0
VCK Split 1,254335,626289,Group Stage: Week 1,Haven,T1 Academy,13,ONSIDE GAMING,10,Cypher,ONSIDE GAMING,Wolverine,Sentinel,14,19,5,184,118,0.66,52,1,0,1,-0.05,38,1,2,0,0,0,0,0,0,0,46,0,0
VCK Split 1,254335,626289,Group Stage: Week 1,Haven,T1 Academy,13,ONSIDE GAMING,10,Sova,ONSIDE GAMING,Cloudy,Initiator,15,16,3,169,115,0.92,65,1,1,0,0.33,30,1,2,0,0,0,0,0,0,0,54,6,1
VCK Split 1,254335,626289,Group Stage: Week 1,Split,T1 Academy,13,ONSIDE GAMING,8,Fade,ONSIDE GAMING,Cloudy,Initiator,16,15,8,216,141,1.11,67,1,3,-2,0.43,44,2,1,0,0,1,1,0,0,0,64,8,0
VCK Split 1,254335,626289,Group Stage: Week 1,Haven,T1 Academy,13,ONSIDE GAMING,10,Yoru,ONSIDE GAMING,Awayk,Duelist,16,15,6,208,134,1.1,78,6,5,1,0.72,44,3,1,0,0,1,0,0,0,0,53,1,1
VCK Split 1,254335,626289,Group Stage: Week 1,Haven,T1 Academy,13,ONSIDE GAMING,10,Neon,ONSIDE GAMING,Faither,Duelist,15,20,5,187,117,0.81,74,1,2,-1,0.07,19,1,1,0,0,0,0,0,0,0,43,0,0
VCK Split 1,254335,626289,Group Stage: Week 1,Split,T1 Academy,13,ONSIDE GAMING,8,Waylay,ONSIDE GAMING,Faither,Duelist,17,18,4,219,132,0.97,67,3,4,-1,0.23,30,3,2,0,0,0,0,0,0,0,49,1,0
VCK Split 1,254335,626289,Group Stage: Week 1,Split,T1 Academy,13,ONSIDE GAMING,8,Yoru,ONSIDE GAMING,Awayk,Duelist,10,18,4,152,104,0.55,62,2,1,1,0.05,31,2,1,0,0,0,0,0,0,0,36,0,0
VCK Split 1,254335,626289,Group Stage: Week 1,Haven,T1 Academy,13,ONSIDE GAMING,10,Omen,ONSIDE GAMING,Ray,Controller,21,16,3,244,167,1.3,61,4,2,2,0.45,33,2,1,2,0,0,0,0,0,0,72,4,0
VCK Split 1,254335,626289,Group Stage: Week 1,Split,T1 Academy,13,ONSIDE GAMING,8,Viper,ONSIDE GAMING,Wolverine,Controller,20,16,7,282,192,1.29,86,4,1,3,0.59,19,4,1,0,0,1,0,0,0,0,89,1,0
VCK Split 1,254335,626289,Group Stage: Week 1,Split,T1 Academy,13,ONSIDE GAMING,8,Omen,ONSIDE GAMING,Ray,Controller,10,18,6,140,89,0.51,62,1,1,0,0.07,14,2,0,0,0,0,0,0,0,0,34,1,0
VCK Split 1,254337,626289,Group Stage: Week 1,Haven,T1 Academy,13,ONSIDE GAMING,10,Cypher,T1 Academy,DH,Sentinel,13,18,4,160,108,0.68,70,2,3,-1,0.27,33,2,1,0,0,1,1,0,0,0,41,0,2
VCK Split 1,254337,626289,Group Stage: Week 1,Haven,T1 Academy,13,ONSIDE GAMING,10,Sova,T1 Academy,Gnadel,Initiator,21,13,4,238,170,1.37,83,0,2,-2,0.84,33,4,1,0,0,1,0,0,0,0,78,6,1
VCK Split 1,254337,626289,Group Stage: Week 1,Split,T1 Academy,13,ONSIDE GAMING,8,Skye,T1 Academy,Gnadel,Initiator,17,15,8,214,161,1.17,86,1,2,-1,0.71,23,2,1,0,0,0,1,0,0,0,71,6,1
VCK Split 1,254337,626289,Group Stage: Week 1,Haven,T1 Academy,13,ONSIDE GAMING,10,Neon,T1 Academy,Pkm,Duelist,27,17,3,299,186,1.41,78,4,2,2,0.67,41,1,1,2,1,1,0,0,0,0,73,0,0
VCK Split 1,254337,626289,Group Stage: Week 1,Haven,T1 Academy,13,ONSIDE GAMING,10,Yoru,T1 Academy,Satoru,Duelist,13,15,6,180,121,0.88,78,3,4,-1,0.61,17,1,0,0,0,0,0,0,0,0,49,0,1
VCK Split 1,254337,626289,Group Stage: Week 1,Split,T1 Academy,13,ONSIDE GAMING,8,Waylay,T1 Academy,Satoru,Duelist,17,15,7,231,145,1.13,71,5,1,4,0.55,25,2,2,0,0,0,0,0,0,0,63,0,0
VCK Split 1,254337,626289,Group Stage: Week 1,Split,T1 Academy,13,ONSIDE GAMING,8,Neon,T1 Academy,Pkm,Duelist,17,15,7,219,140,1.12,76,1,4,-3,0.58,20,2,1,1,0,0,1,0,0,0,59,0,0
VCK Split 1,254337,626289,Group Stage: Week 1,Haven,T1 Academy,13,ONSIDE GAMING,10,Omen,T1 Academy,DarK,Controller,12,18,14,153,101,0.77,74,1,2,-1,0.40,30,4,0,0,0,0,0,0,0,0,39,4,0
VCK Split 1,254337,626289,Group Stage: Week 1,Split,T1 Academy,13,ONSIDE GAMING,8,Viper,T1 Academy,DH,Controller,24,15,9,330,225,1.57,76,3,1,2,0.63,34,5,3,0,0,2,0,0,0,0,84,0,1
VCK Split 1,254337,626289,Group Stage: Week 1,Split,T1 Academy,13,ONSIDE GAMING,8,Omen,T1 Academy,DarK,Controller,10,13,10,136,78,0.84,76,0,3,-3,0.61,27,3,0,0,0,0,1,0,0,0,36,1,2
VCK Split 1,254338,614998,Open Qualifier (3): Grand Final,Pearl,GameCultureLab,5,ARETE,13,Killjoy,ARETE,fl0wy,Sentinel,11,10,2,171,121,1.01,78,0,3,-3,0.69,30,2,1,0,0,0,0,0,0,0,62,1,0
VCK Split 1,254338,614998,Open Qualifier (3): Grand Final,Pearl,GameCultureLab,5,ARETE,13,Fade,ARETE,xiongdi,Initiator,15,10,9,248,164,1.34,94,1,0,1,0.89,27,3,0,1,0,1,0,0,0,0,77,3,2
VCK Split 1,254338,614998,Open Qualifier (3): Grand Final,Pearl,GameCultureLab,5,ARETE,13,Yoru,ARETE,XIV,Duelist,20,10,7,308,212,1.56,89,2,3,-1,0.98,30,4,2,0,0,0,0,0,0,0,86,0,0
VCK Split 1,254338,614998,Open Qualifier (3): Grand Final,Pearl,GameCultureLab,5,ARETE,13,Neon,ARETE,kaiju,Duelist,16,13,4,235,138,1.14,72,5,2,3,0.57,30,2,0,0,1,0,0,0,0,0,60,0,1
VCK Split 1,254338,614998,Open Qualifier (3): Grand Final,Pearl,GameCultureLab,5,ARETE,13,Astra,ARETE,dksla,Controller,17,11,7,247,155,1.39,83,1,1,0,0.73,35,7,0,0,0,0,1,0,0,0,61,2,2
VCK Split 1,254338,614998,Open Qualifier (3): Grand Final,Pearl,GameCultureLab,5,ARETE,13,Killjoy,GameCultureLab,Carry,Sentinel,10,15,2,159,110,0.73,56,1,0,1,0.07,23,1,0,0,0,1,0,0,0,0,48,0,1
VCK Split 1,254338,614998,Open Qualifier (3): Grand Final,Pearl,GameCultureLab,5,ARETE,13,Sova,GameCultureLab,ONEHUNDRED,Initiator,15,16,2,218,156,1.05,67,2,2,0,0.19,52,2,1,0,0,0,0,0,0,0,58,8,0
VCK Split 1,254338,614998,Open Qualifier (3): Grand Final,Pearl,GameCultureLab,5,ARETE,13,Yoru,GameCultureLab,XLG Lysoar,Duelist,11,17,0,170,106,0.52,61,2,1,1,0.04,35,1,1,0,0,0,0,0,0,0,38,1,0
VCK Split 1,254338,614998,Open Qualifier (3): Grand Final,Pearl,GameCultureLab,5,ARETE,13,Neon,GameCultureLab,Husenai,Duelist,8,17,7,159,102,0.45,61,3,4,-1,0.18,19,1,0,0,0,0,0,0,0,0,37,0,0
VCK Split 1,254338,614998,Open Qualifier (3): Grand Final,Pearl,GameCultureLab,5,ARETE,13,Astra,GameCultureLab,Lynx,Controller,10,14,5,155,93,0.76,67,1,2,-1,0.32,28,2,1,0,0,0,1,0,0,0,38,0,0
VCK Split 1,260081,614997,Open Qualifier (3): Lower Final,Breeze,ReturN,3,ARETE,13,Sova,ARETE,xiongdi,Initiator,13,8,3,218,141,1.37,75,2,0,2,0.70,30,3,1,0,0,0,1,0,0,0,62,10,2
VCK Split 1,260081,614997,Open Qualifier (3): Lower Final,Breeze,ReturN,3,ARETE,13,Jett,ARETE,kaiju,Duelist,16,15,5,298,193,1.06,88,4,0,4,0.38,37,4,0,1,0,0,0,0,0,0,64,0,0
VCK Split 1,260081,614997,Open Qualifier (3): Lower Final,Breeze,ReturN,3,ARETE,13,Yoru,ARETE,XIV,Duelist,12,12,3,195,150,0.89,69,4,3,1,0.70,41,1,1,0,0,0,1,0,0,0,54,0,0
VCK Split 1,260081,614997,Open Qualifier (3): Lower Final,Breeze,ReturN,3,ARETE,13,Viper,ARETE,fl0wy,Controller,23,9,1,345,247,1.73,88,0,1,-1,0.86,42,4,3,0,0,0,0,0,0,0,96,1,1
VCK Split 1,260081,614997,Open Qualifier (3): Lower Final,Breeze,ReturN,3,ARETE,13,Astra,ARETE,dksla,Controller,8,6,8,128,72,1.13,88,1,1,0,1.11,53,0,1,0,0,1,0,0,0,0,44,0,0
VCK Split 1,260081,614997,Open Qualifier (3): Lower Final,Breeze,ReturN,3,ARETE,13,Sova,ReturN,Jiha,Initiator,10,15,4,185,122,0.79,69,0,1,-1,0.09,31,2,0,0,0,0,0,0,0,0,50,3,0
VCK Split 1,260081,614997,Open Qualifier (3): Lower Final,Breeze,ReturN,3,ARETE,13,Jett,ReturN,Saucee,Duelist,15,13,2,249,158,1.26,69,4,3,1,0.34,24,5,0,0,0,0,0,0,0,0,52,0,1
VCK Split 1,260081,614997,Open Qualifier (3): Lower Final,Breeze,ReturN,3,ARETE,13,Yoru,ReturN,StreN,Duelist,12,15,2,208,138,0.76,44,1,2,-1,-0.02,33,3,1,0,0,0,0,1,0,0,55,0,1
VCK Split 1,260081,614997,Open Qualifier (3): Lower Final,Breeze,ReturN,3,ARETE,13,Viper,ReturN,1030,Controller,9,13,4,160,97,0.72,63,0,3,-3,0.26,17,2,0,0,0,0,0,0,0,0,42,0,0
VCK Split 1,260081,614997,Open Qualifier (3): Lower Final,Breeze,ReturN,3,ARETE,13,Astra,ReturN,AshER,Controller,4,16,7,119,89,0.27,50,0,2,-2,-0.04,12,0,0,0,0,0,0,0,0,0,35,0,0
VCK Split 1,260082,614996,Open Qualifier (3): Lower Round 2,Breeze,ARETE,13,어리둥절범고래,6,Sova,ARETE,xiongdi,Initiator,12,9,6,195,147,1.25,89,1,0,1,0.90,29,2,0,0,0,1,0,0,0,0,63,5,0
VCK Split 1,260082,614996,Open Qualifier (3): Lower Round 2,Breeze,ARETE,13,어리둥절범고래,6,Jett,ARETE,kaiju,Duelist,18,11,4,247,173,1.32,68,2,2,0,0.75,45,3,2,0,0,0,0,0,0,0,63,1,1
VCK Split 1,260082,614996,Open Qualifier (3): Lower Round 2,Breeze,ARETE,13,어리둥절범고래,6,Yoru,ARETE,XIV,Duelist,16,12,3,216,145,1.03,74,3,3,0,0.81,34,3,1,0,0,0,0,0,0,0,61,0,1
VCK Split 1,260082,614996,Open Qualifier (3): Lower Round 2,Breeze,ARETE,13,어리둥절범고래,6,Viper,ARETE,fl0wy,Controller,18,12,1,249,150,1.23,79,3,2,1,0.65,14,6,0,0,0,1,0,0,0,0,60,0,0
VCK Split 1,260082,614996,Open Qualifier (3): Lower Round 2,Breeze,ARETE,13,어리둥절범고래,6,Astra,ARETE,dksla,Controller,12,11,10,176,109,1.1,79,2,1,1,0.80,31,1,1,0,0,0,0,0,0,0,50,0,0
VCK Split 1,260082,614996,Open Qualifier (3): Lower Round 2,Breeze,ARETE,13,어리둥절범고래,6,Sova,어리둥절범고래,Zoltraak,Initiator,13,15,2,179,108,0.94,63,1,1,0,0.15,25,2,1,0,0,0,0,0,0,0,55,4,0
VCK Split 1,260082,614996,Open Qualifier (3): Lower Round 2,Breeze,ARETE,13,어리둥절범고래,6,Yoru,어리둥절범고래,DaiLy,Duelist,15,14,3,218,128,1.03,58,3,4,-1,0.33,20,6,0,0,0,0,0,0,0,0,42,0,0
VCK Split 1,260082,614996,Open Qualifier (3): Lower Round 2,Breeze,ARETE,13,어리둥절범고래,6,Neon,어리둥절범고래,유즈하 리코,Duelist,7,18,8,149,97,0.35,63,3,4,-1,0.14,5,1,0,0,0,0,0,0,0,0,33,0,0
VCK Split 1,260082,614996,Open Qualifier (3): Lower Round 2,Breeze,ARETE,13,어리둥절범고래,6,Astra,어리둥절범고래,J1nKyy,Controller,9,13,3,152,110,0.86,63,0,0,0,0.21,26,2,0,0,0,0,0,0,0,0,42,0,0
VCK Split 1,260082,614996,Open Qualifier (3): Lower Round 2,Breeze,ARETE,13,어리둥절범고래,6,Viper,어리둥절범고래,Jereg,Controller,11,16,2,149,94,0.71,47,1,2,-1,-0.02,24,2,1,0,0,0,0,0,0,0,39,2,1
VCK Split 1,260084,614995,Open Qualifier (3): Upper Final,Breeze,ReturN,5,GameCultureLab,13,Sova,GameCultureLab,ONEHUNDRED,Initiator,9,9,2,129,101,1.01,72,0,0,0,0.68,33,2,0,0,0,0,0,0,0,0,50,7,0
VCK Split 1,260084,614995,Open Qualifier (3): Upper Final,Breeze,ReturN,5,GameCultureLab,13,Iso,GameCultureLab,XLG Lysoar,Duelist,21,12,2,311,180,1.39,67,5,4,1,0.60,32,3,1,2,0,0,0,0,0,0,58,1,0
VCK Split 1,260084,614995,Open Qualifier (3): Upper Final,Breeze,ReturN,5,GameCultureLab,13,Neon,GameCultureLab,Husenai,Duelist,18,12,3,252,173,1.16,83,2,1,1,0.80,24,2,2,0,0,0,0,0,0,0,59,0,1
VCK Split 1,260084,614995,Open Qualifier (3): Upper Final,Breeze,ReturN,5,GameCultureLab,13,Omen,GameCultureLab,Lynx,Controller,15,9,5,220,138,1.4,89,2,1,1,0.90,38,4,1,0,0,0,1,0,0,0,65,1,1
VCK Split 1,260084,614995,Open Qualifier (3): Upper Final,Breeze,ReturN,5,GameCultureLab,13,Astra,GameCultureLab,Carry,Controller,12,11,6,189,123,0.89,94,2,1,1,0.93,38,2,0,0,0,1,0,0,0,0,50,0,0
VCK Split 1,260084,614995,Open Qualifier (3): Upper Final,Breeze,ReturN,5,GameCultureLab,13,Sova,ReturN,Jiha,Initiator,6,16,7,142,103,0.39,72,0,1,-1,0.18,35,1,0,0,0,0,0,0,0,0,41,1,0
VCK Split 1,260084,614995,Open Qualifier (3): Upper Final,Breeze,ReturN,5,GameCultureLab,13,Jett,ReturN,Saucee,Duelist,13,15,1,235,157,0.99,61,2,2,0,0.02,16,2,1,0,0,0,0,0,0,0,68,1,1
VCK Split 1,260084,614995,Open Qualifier (3): Upper Final,Breeze,ReturN,5,GameCultureLab,13,Yoru,ReturN,StreN,Duelist,9,15,0,130,75,0.51,44,1,4,-3,0.07,58,4,0,0,0,0,0,0,0,0,32,1,0
VCK Split 1,260084,614995,Open Qualifier (3): Upper Final,Breeze,ReturN,5,GameCultureLab,13,Astra,ReturN,AshER,Controller,13,13,3,194,149,1.1,67,1,4,-3,0.43,50,3,0,0,0,0,0,0,0,0,68,1,0
VCK Split 1,260084,614995,Open Qualifier (3): Upper Final,Breeze,ReturN,5,GameCultureLab,13,Viper,ReturN,1030,Controller,12,16,3,193,129,0.9,72,3,0,3,0.16,26,1,0,0,0,0,0,0,0,0,47,0,0
VCK Split 1,260085,614994,Open Qualifier (3): Lower Round 1,Corrode,NBG,11,어리둥절범고래,13,Vyse,NBG,Prix,Sentinel,15,18,4,185,129,0.94,63,1,5,-4,0.16,36,3,0,1,0,0,0,0,0,0,51,0,1
VCK Split 1,260085,614994,Open Qualifier (3): Lower Round 1,Corrode,NBG,11,어리둥절범고래,13,Fade,NBG,KID,Initiator,10,19,2,129,99,0.52,50,0,2,-2,-0.17,29,1,1,0,0,0,0,0,0,0,39,7,0
VCK Split 1,260085,614994,Open Qualifier (3): Lower Round 1,Corrode,NBG,11,어리둥절범고래,13,Neon,NBG,이쁘니,Duelist,20,17,3,219,136,1.08,63,4,3,1,0.46,27,2,3,0,0,0,0,0,0,0,49,0,0
VCK Split 1,260085,614994,Open Qualifier (3): Lower Round 1,Corrode,NBG,11,어리둥절범고래,13,Waylay,NBG,エスデス 에스데스,Duelist,18,15,2,227,138,1.08,71,5,4,1,0.57,25,4,0,1,0,0,0,0,0,0,50,0,1
VCK Split 1,260085,614994,Open Qualifier (3): Lower Round 1,Corrode,NBG,11,어리둥절범고래,13,Omen,NBG,홍도성V1,Controller,11,17,10,139,92,0.72,67,0,0,0,0.25,26,1,0,0,0,0,0,0,0,0,40,1,0
VCK Split 1,260085,614994,Open Qualifier (3): Lower Round 1,Corrode,NBG,11,어리둥절범고래,13,Fade,어리둥절범고래,Zoltraak,Initiator,12,14,9,155,101,0.83,71,1,1,0,0.60,45,2,1,0,0,0,0,0,0,0,52,5,0
VCK Split 1,260085,614994,Open Qualifier (3): Lower Round 1,Corrode,NBG,11,어리둥절범고래,13,Neon,어리둥절범고래,유즈하 리코,Duelist,33,17,3,375,219,1.73,79,7,2,5,0.76,31,8,2,1,0,1,0,0,0,0,80,0,1
VCK Split 1,260085,614994,Open Qualifier (3): Lower Round 1,Corrode,NBG,11,어리둥절범고래,13,Yoru,어리둥절범고래,DaiLy,Duelist,14,17,7,172,126,0.91,75,5,4,1,0.58,34,3,0,0,0,0,0,0,0,0,45,1,0
VCK Split 1,260085,614994,Open Qualifier (3): Lower Round 1,Corrode,NBG,11,어리둥절범고래,13,Omen,어리둥절범고래,J1nKyy,Controller,18,12,9,217,140,1.29,75,0,1,-1,0.80,26,4,1,0,0,0,0,0,0,0,62,2,0
VCK Split 1,260085,614994,Open Qualifier (3): Lower Round 1,Corrode,NBG,11,어리둥절범고래,13,Viper,어리둥절범고래,Jereg,Controller,9,14,3,115,88,0.72,63,1,2,-1,0.36,17,2,0,0,0,0,0,0,0,0,40,3,0
VCK Split 1,260087,614993,Open Qualifier (3): Lower Round 1,Corrode,ARETE,13,Expert,3,Fade,ARETE,xiongdi,Initiator,10,7,9,185,109,1.19,94,2,0,2,1.07,27,3,0,0,0,0,0,0,0,0,54,4,1
VCK Split 1,260087,614993,Open Qualifier (3): Lower Round 1,Corrode,ARETE,13,Expert,3,Yoru,ARETE,XIV,Duelist,12,9,2,197,130,1.11,63,1,1,0,0.58,33,3,0,0,0,1,0,0,0,0,56,0,1
VCK Split 1,260087,614993,Open Qualifier (3): Lower Round 1,Corrode,ARETE,13,Expert,3,Neon,ARETE,kaiju,Duelist,14,12,5,250,161,1.07,75,5,2,3,0.62,32,0,2,0,0,0,0,0,0,0,49,0,1
VCK Split 1,260087,614993,Open Qualifier (3): Lower Round 1,Corrode,ARETE,13,Expert,3,Omen,ARETE,dksla,Controller,23,9,3,356,239,1.93,81,1,1,0,0.69,49,3,4,0,0,1,0,0,0,0,86,0,1
VCK Split 1,260087,614993,Open Qualifier (3): Lower Round 1,Corrode,ARETE,13,Expert,3,Viper,ARETE,fl0wy,Controller,13,8,6,219,140,1.18,94,1,2,-1,1.03,18,2,0,0,0,0,0,0,0,0,77,0,0
VCK Split 1,260087,614993,Open Qualifier (3): Lower Round 1,Corrode,ARETE,13,Expert,3,Fade,Expert,ChaS2r,Initiator,9,15,5,150,81,0.58,69,1,4,-3,0.28,24,1,0,0,0,0,0,0,0,0,31,4,0
VCK Split 1,260087,614993,Open Qualifier (3): Lower Round 1,Corrode,ARETE,13,Expert,3,Yoru,Expert,KˉRae,Duelist,11,15,2,205,133,0.84,50,1,1,0,-0.10,34,2,1,0,0,0,1,0,0,0,48,0,1
VCK Split 1,260087,614993,Open Qualifier (3): Lower Round 1,Corrode,ARETE,13,Expert,3,Neon,Expert,Space,Duelist,9,15,4,186,100,0.62,63,3,2,1,0.11,17,4,0,0,0,0,0,0,0,0,39,0,0
VCK Split 1,260087,614993,Open Qualifier (3): Lower Round 1,Corrode,ARETE,13,Expert,3,Omen,Expert,Pochita,Controller,9,14,9,178,102,0.81,88,1,0,1,0.40,19,0,0,0,0,0,0,0,0,0,44,2,0
VCK Split 1,260087,614993,Open Qualifier (3): Lower Round 1,Corrode,ARETE,13,Expert,3,Viper,Expert,G4mM4,Controller,7,13,4,135,94,0.66,56,0,3,-3,0.20,30,0,1,0,0,0,1,0,0,0,44,0,0
VCK Split 1,260088,614992,Open Qualifier (3): Upper Semifinals,Corrode,GameCultureLab,13,NBG,8,Fade,GameCultureLab,ONEHUNDRED,Initiator,10,12,4,115,77,0.7,86,1,3,-2,0.87,30,1,0,0,0,0,0,0,0,0,34,0,3
VCK Split 1,260088,614992,Open Qualifier (3): Upper Semifinals,Corrode,GameCultureLab,13,NBG,8,Neon,GameCultureLab,Husenai,Duelist,24,15,4,340,215,1.43,81,4,1,3,0.56,17,5,2,0,0,0,0,0,0,0,79,1,2
VCK Split 1,260088,614992,Open Qualifier (3): Upper Semifinals,Corrode,GameCultureLab,13,NBG,8,Yoru,GameCultureLab,XLG Lysoar,Duelist,17,15,6,248,149,1.11,67,4,3,1,0.43,32,2,0,1,0,0,0,0,0,0,52,1,0
VCK Split 1,260088,614992,Open Qualifier (3): Upper Semifinals,Corrode,GameCultureLab,13,NBG,8,Omen,GameCultureLab,Lynx,Controller,15,10,8,169,93,1.26,76,0,1,-1,0.86,21,3,1,0,0,0,1,0,0,0,40,1,0
VCK Split 1,260088,614992,Open Qualifier (3): Upper Semifinals,Corrode,GameCultureLab,13,NBG,8,Viper,GameCultureLab,Carry,Controller,15,13,7,218,157,1.13,71,2,2,0,0.62,36,4,0,0,0,0,0,0,0,0,71,0,0
VCK Split 1,260088,614992,Open Qualifier (3): Upper Semifinals,Corrode,GameCultureLab,13,NBG,8,Vyse,NBG,Prix,Sentinel,14,16,2,203,140,0.84,62,3,3,0,0.26,39,2,2,0,0,0,0,0,0,0,57,0,0
VCK Split 1,260088,614992,Open Qualifier (3): Upper Semifinals,Corrode,GameCultureLab,13,NBG,8,Fade,NBG,KID,Initiator,15,14,1,198,127,1.12,67,0,0,0,0.23,29,3,0,0,0,0,0,0,0,0,51,9,0
VCK Split 1,260088,614992,Open Qualifier (3): Upper Semifinals,Corrode,GameCultureLab,13,NBG,8,Waylay,NBG,エスデス 에스데스,Duelist,15,18,5,201,120,0.88,71,5,4,1,0.31,33,4,1,0,0,0,0,0,0,0,41,1,0
VCK Split 1,260088,614992,Open Qualifier (3): Upper Semifinals,Corrode,GameCultureLab,13,NBG,8,Neon,NBG,이쁘니,Duelist,9,18,3,139,92,0.43,81,2,3,-1,0.26,27,1,1,0,0,0,0,0,0,0,31,0,0
VCK Split 1,260088,614992,Open Qualifier (3): Upper Semifinals,Corrode,GameCultureLab,13,NBG,8,Omen,NBG,홍도성V1,Controller,12,15,7,170,108,0.97,67,0,1,-1,0.23,23,2,1,0,0,1,0,0,0,0,50,0,0
VCK Split 1,260090,614991,Open Qualifier (3): Upper Semifinals,Corrode,ARETE,3,ReturN,13,Fade,ARETE,xiongdi,Initiator,13,13,4,219,121,1.05,75,0,1,-1,0.25,25,3,1,0,0,1,0,0,0,0,49,2,1
VCK Split 1,260090,614991,Open Qualifier (3): Upper Semifinals,Corrode,ARETE,3,ReturN,13,Neon,ARETE,kaiju,Duelist,8,15,4,155,111,0.58,63,2,4,-2,0.27,22,1,0,0,0,0,0,0,0,0,42,0,1
VCK Split 1,260090,614991,Open Qualifier (3): Upper Semifinals,Corrode,ARETE,3,ReturN,13,Yoru,ARETE,XIV,Duelist,7,15,3,113,66,0.49,56,1,5,-4,0.20,45,1,0,0,0,0,0,0,0,0,27,0,0
VCK Split 1,260090,614991,Open Qualifier (3): Upper Semifinals,Corrode,ARETE,3,ReturN,13,Omen,ARETE,dksla,Controller,12,13,4,238,151,1.02,63,1,2,-1,0.13,47,2,1,0,0,0,0,0,0,0,71,1,0
VCK Split 1,260090,614991,Open Qualifier (3): Upper Semifinals,Corrode,ARETE,3,ReturN,13,Viper,ARETE,fl0wy,Controller,8,13,3,145,99,0.72,63,0,0,0,0.20,28,2,0,0,0,0,0,0,0,0,42,0,0
VCK Split 1,260090,614991,Open Qualifier (3): Upper Semifinals,Corrode,ARETE,3,ReturN,13,Fade,ReturN,Jiha,Initiator,9,9,5,144,109,0.9,81,1,0,1,0.90,28,2,0,0,0,0,1,0,0,0,58,4,1
VCK Split 1,260090,614991,Open Qualifier (3): Upper Semifinals,Corrode,ARETE,3,ReturN,13,Waylay,ReturN,Saucee,Duelist,16,11,10,278,153,1.37,88,5,2,3,0.78,10,2,1,0,0,2,0,0,0,0,49,1,1
VCK Split 1,260090,614991,Open Qualifier (3): Upper Semifinals,Corrode,ARETE,3,ReturN,13,Yoru,ReturN,StreN,Duelist,18,12,3,308,198,1.33,88,3,1,2,0.58,41,3,2,0,0,0,0,0,0,0,73,1,0
VCK Split 1,260090,614991,Open Qualifier (3): Upper Semifinals,Corrode,ARETE,3,ReturN,13,Omen,ReturN,AshER,Controller,15,8,5,247,166,1.47,88,2,0,2,0.90,28,5,0,0,0,0,0,0,0,0,82,5,0
VCK Split 1,260090,614991,Open Qualifier (3): Upper Semifinals,Corrode,ARETE,3,ReturN,13,Viper,ReturN,1030,Controller,11,8,4,153,94,0.98,88,1,1,0,1.05,30,1,0,0,0,0,1,0,0,0,46,0,0
VCK Split 1,260091,614978,Open Qualifier (2): Grand Final,Split,Dplus Esports,13,DRX Youth,5,Fade,Dplus Esports,JaXe,Initiator,18,6,2,243,168,1.55,83,0,0,0,1.11,32,4,1,0,0,0,1,0,0,0,94,2,0
VCK Split 1,260091,614978,Open Qualifier (2): Grand Final,Split,Dplus Esports,13,DRX Youth,5,Raze,Dplus Esports,Ramgi,Duelist,16,12,4,253,178,1.2,67,5,2,3,0.64,26,3,0,1,0,0,0,0,0,0,65,0,0
VCK Split 1,260091,614978,Open Qualifier (2): Grand Final,Split,Dplus Esports,13,DRX Youth,5,Yoru,Dplus Esports,Kally,Duelist,12,13,1,201,121,0.93,72,5,2,3,0.43,32,2,1,0,0,0,0,0,0,0,40,1,0
VCK Split 1,260091,614978,Open Qualifier (2): Grand Final,Split,Dplus Esports,13,DRX Youth,5,Viper,Dplus Esports,CabezA,Controller,18,10,5,281,182,1.34,78,0,2,-2,0.73,30,2,2,0,0,0,0,0,0,0,66,0,0
VCK Split 1,260091,614978,Open Qualifier (2): Grand Final,Split,Dplus Esports,13,DRX Youth,5,Omen,Dplus Esports,shu,Controller,10,8,12,156,101,1.13,83,1,1,0,1.07,29,2,0,0,0,0,0,0,0,0,47,1,0
VCK Split 1,260091,614978,Open Qualifier (2): Grand Final,Split,Dplus Esports,13,DRX Youth,5,Sage,DRX Academy,Krexx,Sentinel,8,15,6,160,98,0.69,56,4,1,3,0.13,29,2,0,0,0,0,0,0,0,0,36,2,0
VCK Split 1,260091,614978,Open Qualifier (2): Grand Final,Split,Dplus Esports,13,DRX Youth,5,Raze,DRX Academy,Daniel,Duelist,9,14,2,128,89,0.73,61,1,2,-1,0.28,21,2,0,0,0,0,0,0,0,0,37,0,1
VCK Split 1,260091,614978,Open Qualifier (2): Grand Final,Split,Dplus Esports,13,DRX Youth,5,Yoru,DRX Academy,JESKO,Duelist,8,17,6,145,87,0.47,67,1,4,-3,0.16,8,1,0,0,0,0,0,0,0,0,34,0,0
